temp,motion,sound,vibescore
20.88,0.0,0.15,0.08
19.57,0.03,0.12,0.12
20.11,0.0,0.17,0.02
20.49,0.0,0.11,0.12
19.65,0.0,0.08,0.21
19.34,0.08,0.13,0.15
19.16,0.09,0.21,0.25
20.22,0.0,0.2,0.22
20.39,0.0,0.16,0.16
20.06,0.07,0.24,0.19
20.3,0.02,0.13,0.2
20.26,0.09,0.06,0.1
19.52,0.08,0.25,0.09
20.52,0.01,0.12,0.07
19.63,0.0,0.18,0.11
19.89,0.03,0.19,0.14
19.85,0.0,0.21,0.08
20.61,0.06,0.18,0.1
20.34,0.0,0.24,0.17
19.33,0.01,0.19,0.23
20.1,0.05,0.12,0.22
19.28,0.0,0.17,0.07
21.27,0.02,0.19,0.06
20.15,0.0,0.09,0.27
20.13,0.0,0.21,0.15
20.6,0.02,0.15,0.12
20.54,0.02,0.18,0.03
21.42,0.0,0.25,0.0
20.34,0.0,0.2,0.08
20.47,0.0,0.3,0.1
21.02,0.0,0.32,0.2
20.09,0.0,0.08,0.1
19.89,0.01,0.06,0.05
19.19,0.01,0.17,0.08
19.93,0.0,0.27,0.02
18.91,0.0,0.25,0.23
19.56,0.0,0.14,0.09
19.3,0.03,0.11,0.11
19.94,0.0,0.31,0.21
19.88,0.0,0.31,0.09
20.15,0.01,0.18,0.01
19.94,0.06,0.24,0.26
20.02,0.0,0.21,0.27
20.99,0.0,0.14,0.17
19.93,0.0,0.28,0.01
20.91,0.0,0.21,0.2
20.04,0.04,0.26,0.25
20.1,0.1,0.12,0.22
20.43,0.03,0.23,0.07
19.57,-0.0,0.1,0.18
20.31,0.0,0.12,0.31
19.56,0.13,0.23,0.08
20.54,0.0,0.23,0.23
20.12,0.01,0.27,0.21
19.36,0.04,0.24,0.3
20.16,0.0,0.19,0.11
20.65,0.0,0.23,0.11
20.08,0.0,0.19,0.08
19.99,0.0,0.2,0.13
19.89,0.0,0.03,0.11
20.48,0.03,0.08,0.03
20.0,0.0,0.15,0.21
20.31,0.02,0.18,0.16
19.53,0.0,0.24,0.24
20.17,0.01,0.18,0.19
19.72,0.0,0.23,0.1
19.98,0.01,0.21,0.05
19.93,0.03,0.13,0.13
19.9,0.0,0.16,0.0
20.66,0.06,0.18,0.02
19.8,0.0,0.17,0.15
19.53,0.0,0.15,0.18
20.16,0.0,0.24,0.13
20.3,0.0,0.21,0.17
19.18,0.0,0.13,0.18
20.06,0.0,0.22,0.14
19.73,0.02,0.23,0.04
19.94,0.0,0.19,0.0
20.04,0.04,0.21,0.01
20.66,0.02,0.19,0.3
19.67,0.0,0.17,0.02
20.31,0.08,0.2,0.09
20.26,0.0,0.28,0.07
20.03,0.09,0.09,0.14
20.07,0.03,0.3,0.16
21.01,0.02,0.15,0.12
20.29,0.0,0.21,0.03
19.96,-0.0,0.19,0.0
20.68,0.0,0.17,0.07
20.38,0.0,0.22,0.01
19.74,0.0,0.17,0.03
20.73,-0.0,0.25,0.07
19.47,0.0,0.2,0.03
20.06,0.04,0.13,0.07
19.71,0.04,0.13,0.04
20.23,0.0,0.16,0.0
20.55,0.0,0.26,0.03
20.1,0.05,0.24,0.07
19.93,0.0,0.14,0.12
19.99,0.0,0.21,0.05
19.33,0.0,0.15,0.18
19.67,0.04,0.14,0.25
19.68,0.0,0.09,0.0
20.13,0.04,0.25,0.05
19.22,0.0,0.09,0.0
19.39,0.0,0.17,0.17
20.42,0.0,0.2,0.24
19.85,0.0,0.16,0.2
19.87,0.0,0.11,0.12
20.13,0.0,0.16,0.11
20.68,0.0,0.06,0.17
19.8,0.02,0.15,0.22
20.19,0.0,0.21,0.14
19.73,0.0,0.1,0.18
19.3,-0.0,0.07,0.13
20.55,0.0,0.09,0.25
19.72,0.06,0.16,0.28
20.06,0.04,0.11,0.22
20.88,0.05,0.08,0.18
20.47,0.04,0.12,0.05
18.64,0.0,0.3,0.13
19.36,0.0,0.26,0.07
18.8,-0.0,0.27,0.22
19.65,0.02,0.18,0.0
19.93,0.0,0.21,0.13
20.5,0.0,0.27,0.12
20.36,0.06,0.12,0.13
19.57,0.0,0.13,0.04
20.46,0.0,0.12,0.14
20.18,0.01,0.12,0.19
19.93,0.02,0.16,0.12
19.97,0.01,0.12,0.02
20.12,-0.0,0.16,0.21
20.22,0.0,0.23,0.15
20.25,0.04,0.16,0.04
20.59,0.0,0.18,0.01
19.8,0.01,0.16,0.0
20.1,0.0,0.14,0.11
19.9,0.05,0.22,0.25
20.59,-0.0,0.25,0.0
20.84,0.01,0.21,0.14
19.57,0.06,0.18,0.05
19.91,0.0,0.14,0.1
19.42,0.03,0.13,0.11
20.03,0.0,0.23,0.03
20.02,0.09,0.23,0.0
19.49,0.0,0.22,0.25
19.95,0.0,0.17,0.06
19.66,0.0,0.12,0.1
19.36,0.0,0.15,0.05
20.08,0.0,0.16,0.07
20.21,0.0,0.17,0.1
19.6,0.0,0.06,0.05
20.03,-0.0,0.09,0.0
19.95,0.0,0.11,0.15
20.17,0.0,0.16,0.16
18.56,0.0,0.09,0.19
19.58,0.03,0.29,0.07
19.36,0.12,0.04,0.18
20.79,0.0,0.2,-0.0
20.59,0.03,0.08,0.0
18.95,0.0,0.14,0.2
19.8,0.0,0.11,0.0
20.1,0.0,0.15,0.26
20.04,0.0,0.2,0.13
20.15,0.0,0.17,0.08
20.88,0.0,0.22,0.0
19.94,0.0,0.11,0.15
20.87,0.0,0.23,0.28
19.87,0.0,0.12,0.12
19.34,0.01,0.12,0.05
20.3,0.02,0.15,0.15
19.9,0.0,0.23,0.11
19.37,0.0,0.21,0.02
20.63,0.04,0.17,0.1
20.49,0.04,0.16,0.0
20.22,0.0,0.19,0.03
20.48,0.0,0.13,0.31
20.32,0.0,0.13,0.23
19.19,0.02,0.14,0.02
20.9,0.02,0.23,0.0
19.97,0.0,0.11,0.05
20.05,0.01,0.13,0.08
20.43,0.0,0.24,0.03
20.41,-0.0,0.16,0.14
20.39,0.02,0.16,0.02
20.06,0.0,0.11,0.23
19.74,0.03,0.11,0.0
21.11,0.0,0.17,0.17
20.14,0.0,0.1,0.0
20.57,0.0,0.23,0.05
19.58,0.0,0.25,0.02
18.85,0.0,0.03,0.11
20.35,0.03,0.21,0.28
20.44,0.0,0.3,0.11
21.08,0.0,0.13,0.15
19.69,0.0,0.15,0.22
20.51,0.07,0.11,0.14
20.7,0.04,0.18,0.19
19.64,0.0,0.1,0.2
19.82,0.0,0.1,0.12
20.0,0.03,0.08,0.08
20.03,0.1,0.1,0.02
19.72,0.01,0.17,0.08
20.72,0.0,0.17,0.02
19.52,0.0,0.12,0.02
19.77,0.0,0.2,0.1
19.32,0.06,0.28,0.15
20.44,0.01,0.16,0.12
19.75,0.04,0.23,0.06
19.97,0.0,0.24,0.12
20.54,0.0,0.2,0.07
20.42,0.0,0.21,0.0
20.1,0.07,0.28,0.13
21.14,0.02,0.13,0.27
19.74,0.0,0.08,0.12
19.82,0.0,0.18,0.23
20.14,0.0,0.11,0.19
20.75,0.01,0.11,0.02
20.06,0.0,0.2,0.15
19.68,0.0,0.14,0.08
19.28,-0.0,0.22,-0.0
19.57,0.03,0.13,0.0
20.22,0.0,0.19,0.12
19.43,0.12,0.15,0.12
19.96,0.0,0.22,0.07
19.97,0.0,0.12,0.23
20.05,0.02,0.15,0.08
20.2,0.03,0.24,0.11
20.13,0.05,0.19,0.15
19.91,0.02,0.29,0.06
20.1,0.05,0.22,0.05
20.12,0.05,0.18,0.14
19.59,0.0,0.18,0.08
19.74,0.01,0.14,0.15
20.2,0.0,0.39,0.11
20.29,0.01,0.13,0.15
19.44,0.02,0.25,0.14
20.77,0.0,0.12,0.18
19.74,0.0,0.23,0.0
20.9,0.0,0.2,0.0
19.82,0.04,0.09,0.15
20.51,0.01,0.13,0.12
19.99,0.0,0.19,0.15
20.27,0.0,0.15,0.13
20.39,0.01,0.09,0.09
19.33,0.01,0.2,-0.0
20.02,-0.0,0.12,0.14
20.21,0.0,0.16,0.07
20.32,0.0,0.26,0.04
19.49,0.0,0.15,0.12
20.73,0.0,0.19,0.22
20.33,0.0,0.13,0.11
21.02,0.06,0.1,0.06
20.83,-0.0,0.11,0.23
19.94,0.0,0.15,0.26
20.05,0.0,0.19,0.0
19.14,0.0,0.15,0.24
21.15,0.0,0.27,0.23
20.23,0.0,0.14,0.32
19.58,0.12,0.18,0.14
20.41,0.0,0.19,0.19
19.65,0.0,0.25,0.19
20.58,0.03,0.09,0.07
19.9,0.0,0.11,0.16
19.93,0.1,0.21,0.0
20.24,0.01,0.21,0.02
21.0,0.09,0.3,0.09
20.07,0.08,0.2,0.27
20.38,0.01,0.13,0.05
20.82,0.0,0.24,0.25
19.3,0.05,0.16,0.04
19.2,0.05,0.06,0.25
19.95,0.01,0.21,0.05
20.18,0.06,0.16,0.25
20.81,0.0,0.28,0.13
19.73,0.02,0.15,0.11
20.37,0.0,0.22,0.05
20.38,0.0,0.21,0.09
20.23,0.04,0.29,0.06
20.13,0.0,0.3,0.0
19.84,0.06,0.15,0.0
20.03,0.02,0.16,0.14
20.32,0.0,0.23,0.13
20.19,0.0,0.17,0.31
19.89,0.03,0.21,0.29
20.62,0.09,0.15,0.17
19.61,0.0,0.16,0.17
20.42,0.0,0.06,0.0
20.1,-0.0,0.18,0.08
20.15,0.0,0.18,0.0
19.72,0.0,0.15,0.17
18.92,0.03,0.23,0.15
19.39,0.0,0.11,0.17
19.52,0.02,0.16,0.1
20.91,0.02,0.14,0.04
19.2,0.0,0.14,0.1
20.39,0.0,0.1,0.04
20.37,0.03,0.27,0.01
20.41,0.0,0.12,0.16
19.61,0.0,0.19,0.11
20.3,0.0,0.13,0.12
19.87,0.06,0.15,0.0
19.85,0.02,0.19,0.08
20.34,0.01,0.19,0.12
20.29,0.03,0.22,0.24
19.76,0.0,0.12,0.19
20.0,0.0,0.31,0.23
19.71,0.0,0.14,0.14
20.09,0.03,0.2,0.23
20.18,0.0,0.34,0.11
20.41,0.0,0.06,0.16
20.33,0.0,0.15,0.08
20.29,0.09,0.23,0.18
18.91,0.0,0.11,0.16
20.49,0.05,0.09,0.12
20.15,0.0,0.2,0.2
20.32,0.0,0.24,0.14
20.36,0.0,0.18,0.29
19.97,0.04,0.25,0.0
20.5,0.0,0.17,0.03
20.33,0.0,0.11,0.17
20.13,0.05,0.07,0.13
20.34,0.01,0.15,0.13
19.87,0.01,0.2,0.1
19.83,0.0,0.19,0.08
19.69,0.0,0.17,0.0
20.56,0.0,0.16,0.0
20.22,0.03,0.23,0.2
19.43,0.0,0.04,0.02
20.22,0.01,0.21,0.21
20.4,0.05,0.22,0.02
20.61,0.07,0.1,0.23
19.79,-0.0,0.24,0.09
19.62,0.01,0.19,0.15
19.62,0.0,0.15,0.36
20.04,0.0,0.17,0.25
19.94,0.0,0.12,0.14
19.96,0.0,0.23,0.17
20.68,-0.0,0.11,0.18
20.38,0.05,0.22,0.06
19.79,0.04,0.12,0.0
20.31,0.0,0.3,0.14
20.42,0.0,0.17,0.0
19.98,0.0,0.22,0.0
20.08,0.0,0.35,0.13
20.68,0.0,0.13,0.02
19.67,0.0,0.22,0.14
20.07,0.0,0.16,0.14
20.46,0.05,0.18,0.06
20.51,0.0,0.26,0.09
19.73,0.03,0.2,0.13
20.16,0.0,0.16,0.13
19.32,0.0,0.1,0.0
19.27,0.0,0.18,0.07
19.71,0.05,0.06,0.05
19.94,0.0,0.2,0.19
19.71,0.0,0.26,0.19
19.81,-0.0,0.23,0.24
19.8,0.01,0.25,0.2
19.77,0.04,0.24,0.03
19.7,0.0,0.15,0.05
20.09,0.0,0.27,0.29
19.25,0.04,0.14,0.23
19.96,0.0,0.26,0.01
21.17,0.0,0.16,0.03
18.93,0.0,0.19,0.13
19.27,0.04,0.21,0.18
19.78,0.0,0.17,0.13
20.26,0.01,0.18,0.27
19.09,0.0,0.14,0.16
19.75,0.05,0.14,0.01
19.89,0.0,0.08,0.13
20.0,0.01,0.08,0.19
19.8,0.01,0.26,0.2
20.55,0.0,0.2,0.06
20.33,0.0,0.24,0.08
19.2,0.02,0.13,0.24
20.13,0.01,0.1,0.19
19.04,0.0,0.21,0.02
20.12,0.04,0.12,0.29
20.63,0.03,0.17,0.0
20.22,0.0,0.05,0.23
19.82,0.08,0.16,0.11
19.45,0.0,0.19,0.02
19.2,0.0,0.21,0.19
20.39,0.0,0.19,0.14
20.37,0.01,0.35,0.17
19.75,0.0,0.26,0.2
19.28,0.06,0.24,0.2
20.4,0.0,0.21,0.08
20.06,0.0,0.2,0.08
20.08,0.0,0.1,0.06
20.29,0.0,0.17,0.18
19.86,0.1,0.2,0.13
20.72,0.0,0.24,0.02
19.57,0.0,0.17,0.0
20.61,0.0,0.18,0.0
19.52,0.0,0.15,0.25
19.49,0.01,0.28,0.17
20.08,0.02,0.23,0.03
19.99,0.12,0.18,0.19
20.13,0.01,0.15,0.0
19.65,0.04,0.17,0.0
20.6,0.0,0.1,0.01
19.43,0.05,0.13,0.06
19.63,0.01,0.12,0.13
20.17,0.0,0.23,0.1
19.9,0.1,0.21,0.21
21.2,0.05,0.22,0.12
19.44,0.12,0.11,0.08
19.83,0.0,0.12,0.25
18.86,0.0,0.02,0.1
19.94,0.0,0.13,0.18
19.74,0.01,0.07,0.09
20.39,0.0,0.16,0.36
20.56,-0.0,0.22,0.13
20.46,0.03,0.26,0.08
19.52,0.07,0.24,-0.0
20.54,0.01,0.21,0.11
19.87,0.02,0.14,0.09
20.31,0.0,0.18,0.23
19.95,0.02,0.24,0.27
20.23,0.0,0.14,0.03
20.84,0.0,0.12,0.26
19.57,0.0,0.3,0.21
19.87,0.03,0.19,0.17
19.86,0.03,0.2,0.07
20.14,0.08,0.16,0.37
21.24,-0.0,0.2,0.15
19.4,0.0,0.09,0.06
20.79,0.0,0.18,0.09
20.0,0.0,0.28,0.0
19.87,0.0,0.12,0.08
19.36,-0.0,0.21,0.19
19.44,0.0,0.25,0.0
20.18,-0.0,0.11,0.0
19.47,0.0,0.18,0.25
20.34,0.0,0.16,0.16
20.09,0.0,0.12,0.09
20.03,0.0,0.11,0.09
19.8,0.04,0.18,0.0
19.54,-0.0,0.12,0.09
19.77,0.0,0.07,0.23
19.85,0.01,0.19,0.08
20.44,0.0,0.07,0.16
20.35,-0.0,0.13,0.0
19.15,0.01,0.3,0.15
20.27,0.0,0.16,0.1
19.91,0.0,0.17,0.26
20.44,0.02,0.17,0.14
19.77,0.0,0.06,0.21
20.56,0.04,0.17,0.13
20.33,0.0,0.18,0.11
19.6,0.01,0.08,0.25
20.59,0.01,0.15,0.09
19.83,0.0,0.27,0.06
20.55,0.0,0.27,0.14
20.36,0.02,0.17,0.17
20.44,0.0,0.19,0.25
20.07,0.01,0.14,0.07
19.79,0.02,0.17,0.15
19.97,0.0,0.12,0.23
20.28,0.0,0.19,0.15
20.29,0.04,0.21,0.18
20.02,0.02,0.09,0.06
20.69,0.0,0.25,0.02
20.03,0.0,0.27,0.14
19.35,0.0,0.2,0.02
19.09,0.0,0.11,0.08
19.71,0.0,0.13,0.0
19.43,0.0,0.2,0.19
19.2,0.09,0.17,0.0
19.99,0.04,0.15,0.09
19.7,0.0,0.33,0.07
19.39,0.02,0.26,0.22
20.44,0.02,0.12,0.11
20.97,0.0,0.14,0.12
19.94,-0.0,0.15,0.11
19.93,0.0,0.14,0.04
20.14,0.0,0.2,0.14
19.93,0.09,0.24,0.1
20.54,0.08,0.16,-0.0
20.59,0.0,0.2,0.19
20.75,0.0,0.11,0.03
19.91,0.05,0.28,0.19
20.99,0.02,0.18,0.31
20.22,0.06,0.1,-0.0
19.33,0.04,0.27,0.01
20.35,0.0,0.18,0.05
19.99,0.02,0.26,0.03
18.96,0.0,0.28,0.0
19.97,0.06,0.15,0.15
19.72,0.0,0.16,0.0
19.84,0.0,0.16,0.0
19.3,0.0,0.33,0.17
20.37,0.0,0.15,0.01
20.67,0.11,0.16,0.16
20.02,0.02,0.19,0.13
19.67,0.03,0.24,0.15
20.37,0.03,0.17,0.21
19.54,0.0,0.08,0.07
19.54,0.08,0.2,0.22
19.66,0.04,0.17,0.12
20.97,0.02,0.24,0.13
19.51,0.0,0.16,0.17
20.11,0.08,0.16,0.08
20.25,0.0,0.16,0.0
19.89,0.08,0.1,0.09
20.94,0.03,0.29,0.27
20.09,0.03,0.14,0.14
19.84,0.09,0.26,0.11
20.01,0.03,0.24,0.0
19.8,0.0,0.15,0.15
19.32,0.0,0.2,0.13
19.36,0.0,0.28,0.2
19.79,0.02,0.24,0.22
19.84,0.0,0.15,0.18
20.65,0.0,0.19,0.15
20.46,0.06,0.19,0.0
20.39,0.03,0.14,0.12
19.94,0.0,0.29,0.1
20.04,0.0,0.19,0.0
20.02,0.0,0.19,0.0
20.17,0.04,0.22,0.07
20.33,0.0,0.1,0.2
20.16,-0.0,0.19,0.0
20.83,-0.0,0.37,0.16
19.64,0.03,0.11,0.09
19.94,0.0,0.14,0.0
20.96,0.0,0.16,0.03
19.65,0.06,0.12,0.01
19.25,0.0,0.14,0.12
20.53,0.0,0.24,0.13
20.22,0.0,0.19,0.15
19.87,0.0,0.21,0.11
19.47,0.06,0.18,0.1
19.25,0.09,0.19,0.27
20.03,0.06,0.16,0.19
20.05,0.08,0.19,0.05
20.46,-0.0,0.1,0.0
20.33,0.0,0.22,0.08
19.76,0.06,0.26,0.06
21.27,0.0,0.15,0.19
19.89,0.0,0.2,0.16
20.25,0.0,0.22,0.05
20.19,0.0,0.05,0.08
19.68,0.0,0.22,0.08
20.13,0.0,0.19,0.0
19.74,0.06,0.25,0.11
20.88,0.08,0.1,0.18
20.72,0.0,0.13,0.15
19.84,0.01,0.19,0.05
20.29,0.0,0.1,0.01
19.5,0.0,0.2,0.49
20.44,0.0,0.16,0.0
19.93,0.08,0.13,0.19
19.88,0.0,0.08,0.11
19.45,0.0,0.19,0.27
19.76,0.01,0.21,0.15
19.77,0.0,0.05,0.14
20.49,0.0,0.12,0.0
19.58,0.0,0.26,0.08
20.51,0.02,0.2,0.1
19.76,0.0,0.22,0.06
19.25,0.08,0.13,0.0
19.81,0.03,0.08,0.25
19.33,0.03,0.26,0.03
20.11,0.01,0.15,0.0
19.81,0.0,0.1,0.07
20.32,0.06,0.23,0.07
20.78,0.02,0.23,0.19
20.74,0.0,0.22,0.04
19.63,0.11,0.22,0.27
19.95,0.0,0.09,0.2
20.49,0.05,0.17,0.0
20.35,0.0,0.11,0.07
19.8,0.12,0.2,0.22
20.0,0.01,0.22,0.26
20.28,0.08,0.17,0.0
20.76,0.0,0.15,0.16
20.09,0.07,0.21,0.18
19.84,0.0,0.24,0.11
19.41,0.0,0.26,0.21
20.31,0.13,0.18,0.29
20.15,0.0,0.19,0.19
20.49,0.0,0.11,0.13
20.03,0.04,0.28,0.08
19.28,0.0,0.22,0.16
20.37,0.0,0.11,0.03
20.3,0.0,0.21,0.03
19.47,0.0,0.19,0.31
19.21,0.0,0.17,0.02
20.24,0.0,0.12,0.2
19.72,0.0,0.12,0.0
20.87,0.0,0.16,0.04
19.63,0.0,0.13,0.03
19.91,0.0,0.22,0.18
19.66,0.02,0.1,0.17
20.0,0.0,0.06,0.09
19.96,0.0,0.19,0.2
20.18,0.0,0.21,0.14
20.69,0.05,0.14,0.0
19.57,0.03,0.17,0.0
19.99,-0.0,0.23,0.22
19.78,0.0,0.1,0.0
20.6,0.08,0.22,-0.0
20.03,0.05,0.18,0.17
20.21,0.0,0.19,0.08
18.93,0.03,0.13,0.2
20.33,0.0,0.29,0.0
20.23,0.0,0.31,0.17
19.91,0.0,0.2,0.11
20.46,0.02,0.08,0.09
20.05,0.0,0.08,0.12
20.59,0.02,0.16,-0.0
19.57,0.0,0.3,0.14
19.76,0.09,0.15,0.12
21.11,0.0,0.14,0.15
19.92,0.0,0.14,0.13
20.3,0.0,0.06,0.04
20.55,0.04,0.2,0.17
20.55,0.01,0.12,0.1
20.45,0.01,0.2,0.0
19.88,0.0,0.11,0.1
19.69,0.01,0.15,0.08
20.52,0.0,0.21,0.06
21.15,0.0,0.28,0.0
19.5,0.0,0.25,0.16
20.04,0.0,0.13,0.11
20.01,0.0,0.23,0.15
19.21,0.0,0.13,0.11
20.39,0.05,0.16,0.15
20.46,0.0,0.12,0.05
21.07,0.0,0.17,0.22
19.87,0.09,0.16,0.1
20.23,0.0,0.14,0.26
19.48,0.0,0.17,0.09
20.21,0.0,0.05,0.0
19.68,0.0,0.2,0.07
19.0,0.09,0.25,0.12
19.92,0.0,0.27,0.0
20.65,0.0,0.25,0.09
19.71,0.0,0.11,0.1
19.87,0.0,0.09,0.2
19.92,0.0,0.22,0.16
20.36,0.0,0.19,0.11
20.07,0.0,0.21,0.0
19.95,0.03,0.19,0.16
19.95,0.0,0.16,0.13
20.2,0.09,0.2,0.19
18.93,0.0,0.18,0.01
19.85,0.05,0.19,0.07
20.13,0.0,0.1,0.22
20.52,0.0,0.14,0.08
19.34,0.0,0.08,0.09
20.19,0.05,0.07,0.2
20.5,0.01,0.16,0.27
20.79,0.0,0.12,0.23
19.73,0.0,0.12,0.03
19.93,0.0,0.34,0.33
20.04,0.0,0.17,0.05
19.18,0.03,0.17,0.15
19.4,-0.0,0.19,0.21
19.9,0.0,0.18,0.18
19.31,0.0,0.28,0.26
19.54,0.03,0.2,0.15
20.41,0.01,0.19,0.22
19.95,0.04,0.28,0.14
20.17,0.03,0.05,-0.0
19.48,0.0,0.14,0.0
20.82,0.0,0.16,0.07
20.04,0.0,0.13,0.15
20.43,0.0,0.24,0.1
19.39,0.0,0.15,0.13
20.42,0.05,0.17,0.06
19.73,0.07,0.12,0.15
19.89,0.0,0.12,0.09
19.52,0.04,0.21,0.11
20.02,0.03,0.34,0.21
18.93,0.0,0.3,0.03
20.1,0.1,0.21,0.09
20.11,0.04,0.25,0.11
19.65,0.0,0.21,0.1
19.85,0.0,0.14,0.1
19.67,0.0,0.18,0.06
20.32,0.0,0.15,0.0
19.91,0.03,0.0,0.03
19.88,0.09,0.17,0.12
21.12,0.0,0.25,0.0
19.56,0.0,0.12,0.1
19.84,0.06,0.23,0.11
19.82,0.03,0.18,0.06
19.74,-0.0,0.25,0.19
19.82,0.0,0.31,0.05
19.28,0.01,0.0,0.09
19.9,0.03,0.16,0.22
20.36,0.0,0.19,0.0
19.59,-0.0,0.1,0.34
19.46,0.03,0.13,0.18
20.5,0.0,0.15,0.13
20.84,0.0,0.23,0.0
19.47,0.02,0.19,0.18
19.91,0.0,0.31,0.25
20.56,0.01,0.26,0.24
20.0,0.01,0.15,0.08
20.71,0.0,0.11,0.23
20.32,0.1,0.24,0.18
20.29,-0.0,0.16,0.0
19.85,0.0,0.07,0.09
20.05,0.0,0.2,0.07
20.43,0.0,0.16,0.15
20.07,0.03,0.15,0.15
19.58,0.08,0.09,0.26
20.1,0.0,0.08,0.0
19.94,0.07,0.24,0.0
19.85,0.03,0.16,0.03
21.16,0.0,0.16,0.02
20.07,0.0,0.17,0.22
20.01,0.0,0.24,0.05
19.28,0.04,0.17,0.21
19.51,0.01,0.22,0.16
20.23,-0.0,0.16,0.18
20.01,0.01,0.19,0.06
20.49,0.0,0.12,0.1
20.24,0.09,0.18,0.17
20.06,0.0,0.17,0.16
20.29,0.0,0.21,0.04
20.34,0.04,0.18,0.13
20.84,0.0,0.05,0.11
20.3,0.08,0.24,0.06
20.53,0.01,0.08,0.02
19.79,0.0,0.15,-0.0
19.83,0.03,0.15,0.09
20.84,-0.0,0.27,0.17
20.15,0.07,0.13,0.11
20.62,0.06,0.33,0.31
19.01,0.0,0.24,0.18
19.58,0.0,0.17,0.23
19.48,0.05,0.16,0.07
19.54,0.06,0.17,0.17
19.37,0.0,0.08,0.09
20.35,0.0,0.18,0.06
19.99,0.02,0.21,0.19
21.13,0.0,0.13,0.23
19.92,0.03,0.15,0.17
19.62,0.0,0.12,0.19
19.61,0.0,0.23,0.0
20.25,0.0,0.21,0.01
19.69,0.02,0.29,0.28
20.74,0.08,0.2,0.19
19.18,0.0,0.23,0.02
20.04,0.02,0.16,0.26
20.65,0.09,0.2,0.0
20.71,0.0,0.12,0.16
19.77,0.02,0.23,0.0
19.72,0.08,0.2,0.05
20.17,0.05,0.04,0.07
20.82,0.0,0.21,0.19
20.68,0.0,0.26,0.09
20.77,0.04,0.27,0.08
18.98,0.0,0.27,0.17
21.16,0.09,0.25,0.01
20.21,0.02,0.27,0.02
20.47,0.08,0.13,0.2
19.06,0.0,0.22,0.0
19.61,0.0,0.14,0.0
20.29,0.02,0.15,0.27
19.75,0.02,0.19,0.27
19.4,0.0,0.2,0.25
20.28,0.0,0.08,0.25
20.31,0.0,0.17,0.05
20.18,0.03,0.28,0.0
20.64,0.0,0.23,0.03
19.66,0.08,0.18,0.12
20.26,0.02,0.25,0.0
19.96,0.01,0.12,0.04
19.93,0.0,0.12,0.0
19.95,0.06,0.26,0.06
20.78,0.0,0.14,0.09
20.52,0.01,0.21,0.12
20.12,0.0,0.16,0.18
20.9,0.0,0.09,0.13
20.5,0.0,0.24,0.0
19.93,0.0,0.2,0.0
19.27,0.05,0.12,0.07
20.29,0.0,0.26,0.19
20.23,0.0,0.19,0.27
19.86,0.02,0.35,0.07
20.0,0.0,0.16,0.0
20.66,0.04,0.24,0.19
19.75,0.09,0.1,0.18
20.35,-0.0,0.12,0.01
19.52,0.0,0.22,0.03
20.58,0.0,0.12,0.0
20.34,0.0,0.09,0.18
19.33,0.0,0.28,0.03
19.97,0.02,0.26,0.0
20.44,0.04,0.09,0.05
19.55,0.0,0.21,0.16
19.83,0.0,0.14,0.15
19.74,0.09,0.18,0.0
20.26,0.0,0.24,0.1
19.72,0.06,0.19,0.18
20.04,0.01,0.23,0.0
21.2,0.07,0.1,0.04
20.56,0.0,0.21,0.07
19.83,0.0,0.15,0.0
19.99,0.0,0.08,0.0
19.84,0.03,0.12,0.11
19.56,0.0,0.14,0.0
19.28,0.0,0.15,0.15
20.04,0.0,0.13,0.08
19.23,0.0,0.21,0.12
20.36,0.06,0.19,0.02
20.64,0.0,0.22,0.2
19.55,0.0,0.1,0.02
20.33,0.0,0.16,0.0
20.14,0.01,0.06,0.1
21.24,0.0,0.17,0.2
19.75,0.0,0.14,0.23
19.74,0.02,0.14,0.16
20.44,-0.0,0.16,0.15
20.09,0.0,0.24,0.08
20.43,0.0,0.2,0.23
20.07,0.0,0.17,0.0
18.67,0.03,0.24,0.07
19.21,0.01,0.16,0.09
19.81,0.0,0.2,0.15
20.05,0.01,0.13,0.05
20.37,0.03,0.12,0.07
20.21,0.02,0.15,0.07
19.95,0.06,0.32,0.1
21.03,0.0,0.18,0.28
19.0,0.0,0.24,0.11
20.17,0.0,0.17,0.21
19.75,0.0,0.31,0.08
19.89,0.0,0.27,0.23
20.12,0.05,0.2,0.14
19.35,0.0,0.18,0.19
20.34,0.05,0.13,0.0
20.01,0.0,0.15,0.06
19.45,0.01,0.25,0.03
19.87,0.0,0.14,0.36
19.42,0.0,0.09,0.18
18.96,0.0,0.23,0.08
20.05,0.0,0.14,0.21
19.66,0.05,0.13,0.08
19.85,0.0,0.26,0.13
20.57,0.02,0.14,0.08
20.31,0.0,0.21,0.1
19.64,-0.0,0.21,0.12
20.14,0.01,0.11,0.11
19.81,0.0,0.11,0.11
19.62,0.05,0.18,0.14
19.67,0.0,0.21,0.0
19.86,0.01,0.11,0.0
20.23,-0.0,0.08,0.0
20.26,0.1,0.08,0.29
20.2,0.0,0.21,0.19
21.16,0.0,0.23,0.14
19.97,0.01,0.23,0.17
20.06,0.0,0.13,0.09
20.06,0.06,0.24,-0.0
20.19,0.0,0.08,0.0
19.86,0.06,0.16,0.0
19.84,0.0,0.11,0.18
21.15,0.01,0.19,0.14
20.55,0.0,0.06,0.13
19.72,0.0,0.18,0.01
19.79,0.0,0.17,0.11
