temp,motion,sound,vibescore
18.22,0.0,0.22,0.02
18.76,0.12,0.0,0.17
18.37,0.29,1.29,0.1
19.08,0.14,0.62,0.01
18.49,0.0,0.0,0.07
19.16,0.25,0.84,0.1
19.3,0.16,1.24,0.07
18.54,0.0,0.7,0.03
18.47,0.11,0.19,0.0
18.18,0.21,1.51,0.02
18.88,0.07,0.34,0.17
18.79,0.23,0.22,0.08
17.63,0.1,0.16,0.13
18.43,0.03,0.43,0.07
18.23,0.16,0.33,0.14
18.4,0.1,1.73,0.08
18.8,0.19,1.56,0.09
18.5,-0.0,0.73,0.08
18.48,0.14,1.35,0.1
18.63,0.12,0.99,0.12
19.3,0.21,1.07,0.15
19.79,0.11,1.82,0.15
19.27,0.1,0.25,0.12
18.65,0.28,0.03,0.16
19.17,0.21,0.71,0.06
18.34,0.02,0.12,0.23
18.59,0.13,0.0,0.14
18.39,0.0,0.15,0.07
18.7,0.06,0.64,0.03
19.46,0.04,0.23,0.13
19.56,0.28,0.0,0.1
18.39,0.12,1.09,0.0
18.96,0.24,0.0,0.02
19.02,0.18,0.77,0.0
19.02,0.2,0.79,0.03
18.28,0.23,0.0,0.16
17.67,0.09,0.17,0.12
18.98,0.11,0.97,0.2
18.68,0.15,1.48,0.17
18.63,0.2,0.05,0.01
18.21,0.22,1.37,0.14
18.42,0.0,0.59,0.24
19.07,0.03,0.65,0.04
18.02,0.21,0.0,0.16
18.87,0.29,0.0,0.14
19.17,0.12,0.84,0.14
17.63,0.23,0.45,0.06
18.57,0.23,0.0,0.07
19.13,0.09,0.11,0.17
18.54,0.1,1.04,0.1
18.67,0.32,1.05,0.12
18.77,0.03,1.25,0.07
19.27,0.1,0.71,0.2
18.48,0.15,0.0,0.04
18.33,0.12,0.0,0.02
19.29,0.0,0.0,0.02
19.23,0.13,0.7,0.15
17.74,0.17,0.31,0.13
18.54,0.12,0.01,0.02
18.23,0.16,0.22,0.09
19.81,0.19,1.03,0.2
18.99,0.25,0.01,0.1
18.81,0.0,0.6,0.12
19.11,0.18,1.59,0.07
18.74,0.13,0.58,0.0
18.58,0.0,0.32,0.01
18.5,0.12,0.59,0.21
18.56,0.12,0.52,0.1
18.25,0.23,0.13,0.09
19.15,0.27,0.29,0.14
18.28,-0.0,0.22,0.13
18.18,0.04,0.44,0.23
18.16,0.13,0.0,0.16
19.23,0.21,0.73,0.18
18.07,0.05,0.27,0.06
19.12,0.12,0.0,0.03
18.34,0.26,1.47,0.03
18.74,0.2,0.64,0.2
17.99,0.25,1.13,0.02
19.22,0.1,1.43,0.06
18.64,0.11,0.74,0.25
18.15,0.0,0.34,0.09
18.46,0.12,0.47,0.0
18.18,0.05,1.01,0.0
18.45,0.05,0.0,0.13
19.15,0.07,0.0,0.11
19.06,0.16,1.16,0.07
18.38,0.28,1.34,0.18
18.47,0.37,1.04,-0.0
18.95,0.41,0.35,0.18
18.04,0.0,0.72,0.05
17.82,0.16,0.79,0.12
18.57,0.06,0.32,0.06
18.05,0.04,0.88,0.06
19.0,0.13,1.06,0.17
18.37,0.21,0.67,0.18
18.48,0.14,1.43,0.03
19.22,0.27,0.88,0.08
17.89,0.16,1.22,0.15
18.53,0.05,1.28,0.11
19.59,0.28,0.1,0.18
19.14,-0.0,0.0,0.14
18.0,0.01,0.0,0.16
18.39,0.07,0.81,0.11
18.56,0.1,0.0,0.15
18.94,0.19,0.42,0.16
19.36,0.07,0.02,0.1
18.56,0.09,0.0,0.13
18.93,0.26,0.0,0.11
18.37,0.1,0.0,0.08
18.48,0.13,0.16,0.15
18.49,0.09,0.0,0.15
19.54,0.0,0.13,0.14
18.65,0.0,0.89,0.0
18.39,0.15,0.0,0.13
19.12,0.21,0.9,0.09
19.21,0.0,0.29,0.17
18.61,0.11,0.14,0.2
18.32,0.11,0.47,0.09
19.17,0.0,0.0,0.41
19.48,0.2,0.32,0.09
18.4,0.18,0.4,0.0
18.03,0.22,0.0,0.04
18.73,0.13,0.0,0.03
18.21,0.24,1.19,0.09
19.86,0.2,0.74,0.12
18.59,0.0,1.13,0.13
19.1,0.16,0.0,0.1
18.96,0.24,0.66,0.15
18.65,0.24,0.38,0.02
18.71,0.19,0.83,0.0
17.98,0.0,0.77,0.04
18.65,0.25,0.46,0.1
19.85,0.09,0.64,0.07
18.58,0.14,0.22,0.12
18.46,0.07,0.63,0.05
18.9,0.03,0.45,0.08
19.62,0.15,1.57,0.06
20.03,0.0,0.0,0.17
17.82,0.12,1.27,0.15
18.9,0.17,0.0,0.16
18.61,0.0,0.13,0.15
19.57,0.03,1.56,0.03
18.84,0.29,0.43,0.05
18.86,0.13,0.57,0.19
18.98,0.03,0.54,0.17
19.18,0.27,0.95,0.0
17.77,0.13,0.03,0.0
19.0,0.1,0.12,-0.0
18.36,0.12,0.42,0.04
18.97,0.19,0.63,0.06
18.47,0.0,0.0,0.14
19.11,0.13,0.73,0.05
18.83,0.08,0.25,0.12
18.58,0.17,0.0,0.0
19.14,0.0,0.55,0.16
18.54,0.16,1.62,0.11
19.33,0.11,1.4,0.09
18.26,0.1,0.32,0.01
19.0,0.09,0.26,0.09
18.09,0.0,0.05,0.17
19.07,0.14,0.69,0.05
18.71,0.28,0.33,0.07
18.97,0.06,0.69,0.14
18.7,0.16,0.36,0.12
19.05,0.07,0.0,0.2
18.59,0.2,0.91,0.1
19.15,0.06,0.0,0.04
18.15,0.11,0.0,0.17
19.02,0.04,0.0,0.05
19.16,0.11,0.79,0.16
18.35,0.07,1.57,0.0
19.26,0.11,0.11,0.16
17.27,0.1,0.0,0.11
18.89,-0.0,0.39,0.03
18.5,0.0,0.64,0.06
19.0,0.09,0.0,0.03
18.65,0.25,0.18,0.05
18.87,0.07,0.32,0.06
18.6,0.13,0.36,0.1
18.55,0.14,0.0,0.06
18.31,0.37,0.0,0.04
17.5,0.11,0.4,0.2
18.49,0.11,0.03,0.09
19.38,0.09,1.31,0.0
18.63,0.1,0.34,0.0
19.06,0.11,0.38,0.07
18.64,0.25,1.34,0.05
18.66,0.18,0.0,0.02
18.17,0.2,0.0,0.0
18.49,0.2,0.55,0.21
18.87,0.0,0.56,0.07
18.37,0.04,1.56,0.06
18.64,0.1,0.45,0.06
18.95,0.18,0.76,0.16
18.39,0.15,0.0,0.07
18.14,0.05,0.03,0.13
18.53,-0.0,0.1,0.04
18.54,0.11,0.38,0.0
18.57,0.1,0.18,0.07
18.4,0.02,0.1,0.1
18.56,0.16,0.68,0.2
19.19,0.17,0.68,0.09
18.03,0.18,0.86,0.07
18.63,0.26,0.97,0.07
19.24,0.0,0.0,0.14
18.82,0.32,1.37,0.31
18.16,0.05,0.31,0.21
18.8,0.03,0.0,0.13
18.35,0.34,0.02,0.01
18.03,0.0,0.0,0.05
19.56,0.27,0.0,0.2
18.99,0.13,0.24,0.14
17.8,0.1,0.43,0.07
18.4,0.1,0.41,0.05
18.99,0.04,0.0,0.08
18.6,0.1,0.0,0.01
18.54,0.13,0.55,0.0
18.84,0.06,0.0,0.08
18.43,0.18,0.61,0.18
18.4,0.31,0.81,0.2
18.77,0.2,0.59,0.25
19.38,0.11,0.39,0.09
18.99,0.1,0.0,0.07
18.7,0.09,0.73,0.0
19.27,0.14,1.05,0.0
18.08,0.29,0.73,0.01
18.73,0.12,0.36,0.16
18.04,0.21,0.64,0.14
18.29,0.27,0.83,0.05
18.55,0.1,0.24,0.12
18.94,0.05,0.0,0.06
18.7,0.11,0.73,0.13
18.66,0.06,1.86,0.01
18.47,0.11,0.38,0.18
18.99,0.15,0.0,0.19
18.67,0.02,0.49,0.1
17.92,0.19,0.0,0.22
18.6,0.24,0.0,0.11
19.41,0.23,0.9,0.12
18.77,0.08,0.0,0.15
18.49,0.13,1.19,0.13
18.85,0.12,1.58,0.0
19.02,0.14,0.18,0.07
18.5,0.11,0.38,0.08
18.3,0.17,1.75,0.05
18.37,0.11,0.04,0.26
18.8,0.0,0.0,0.21
18.95,0.04,0.57,0.06
18.41,0.02,0.71,0.18
18.93,0.23,0.0,0.27
18.76,0.15,0.45,0.05
18.42,0.0,0.0,0.12
19.05,0.0,0.2,0.13
18.34,0.29,0.54,0.1
18.38,0.23,1.23,0.07
18.42,0.11,0.53,0.21
18.9,0.04,0.0,0.14
18.59,0.0,0.97,0.14
19.37,0.2,0.9,0.03
19.79,0.24,0.0,0.02
18.4,0.14,0.03,0.1
19.09,0.16,0.49,0.02
18.84,0.23,0.92,0.09
18.63,0.06,1.05,0.14
19.31,0.23,0.25,0.24
18.88,0.27,1.15,0.0
19.37,0.2,0.0,0.1
19.8,0.13,0.64,0.21
18.9,0.25,0.62,0.12
19.08,0.1,0.13,0.27
17.98,0.19,0.0,0.11
18.56,0.05,0.0,0.08
19.29,0.21,0.55,0.19
19.13,0.13,1.02,0.04
19.39,0.31,0.11,0.09
19.33,0.12,0.4,0.08
18.08,0.08,0.0,0.05
18.81,0.11,0.29,0.05
18.66,0.21,0.87,0.13
19.4,0.24,1.78,0.08
19.1,0.09,0.34,0.1
18.3,0.15,0.0,0.06
18.77,0.0,0.0,0.17
18.22,0.19,0.63,0.15
18.45,0.21,1.37,0.14
18.01,0.04,0.0,0.02
18.62,0.25,0.0,0.05
18.88,0.2,0.0,0.05
18.52,0.09,0.0,0.03
18.91,0.11,1.2,0.23
18.19,0.0,0.44,0.13
18.59,0.08,0.34,0.15
19.23,0.32,0.38,0.1
18.12,0.41,0.6,0.08
18.53,0.06,0.81,0.13
18.95,0.18,0.91,0.0
19.1,0.0,1.33,0.13
18.57,0.18,0.0,0.18
18.68,0.22,0.0,0.16
18.39,0.2,0.6,0.13
18.04,0.17,0.48,-0.0
18.83,0.12,1.01,0.01
18.58,0.1,0.87,0.02
18.83,0.17,0.0,0.12
18.16,0.08,0.32,0.01
18.07,0.04,0.48,0.14
18.55,0.0,0.35,0.16
18.95,0.1,0.49,0.13
18.36,0.0,0.0,0.0
18.26,0.0,0.0,0.06
19.07,0.1,0.3,0.08
18.74,0.11,0.72,0.25
18.88,0.1,0.37,0.18
18.36,0.18,0.53,0.01
18.92,0.12,1.41,0.13
18.89,0.31,0.0,0.07
17.85,0.15,0.0,0.07
19.02,0.1,0.53,0.08
18.44,0.16,0.68,0.0
19.13,0.0,0.0,0.22
18.25,0.06,1.35,0.09
18.46,0.18,0.82,0.22
18.81,0.11,0.49,0.04
18.95,0.16,0.36,0.28
18.26,0.06,0.38,0.0
19.34,0.1,0.1,0.13
18.71,0.21,0.94,0.11
18.48,0.05,0.59,0.13
18.44,0.11,1.28,0.07
18.83,0.14,0.0,0.11
18.64,0.12,0.92,0.13
18.45,-0.0,0.18,0.08
17.8,0.0,0.25,0.0
19.05,0.16,0.0,0.21
18.87,0.0,0.61,0.09
18.92,0.23,0.98,0.03
18.5,0.0,0.0,0.04
18.55,0.14,0.54,0.0
19.09,0.15,0.0,0.12
19.06,0.08,0.48,0.0
18.58,0.24,1.54,0.03
18.18,-0.0,0.33,0.2
18.69,0.1,0.56,0.02
18.36,0.13,0.0,-0.0
18.25,0.09,1.33,0.2
19.17,0.27,0.78,0.09
17.46,0.16,0.0,0.09
19.39,0.0,0.49,0.13
18.41,0.07,0.82,0.08
19.26,0.21,0.04,0.05
18.5,0.05,0.16,0.06
18.22,0.05,0.83,0.1
18.42,0.14,0.0,0.26
18.55,0.28,0.41,0.11
18.5,0.16,0.83,0.08
18.47,0.26,0.97,0.0
18.52,0.19,0.72,0.17
19.85,0.37,0.0,0.0
18.95,0.04,0.81,0.08
23.03,0.7,3.79,0.3
23.03,0.7,3.93,0.34
23.03,0.71,2.91,0.38
23.03,0.69,3.39,0.32
23.03,0.7,3.55,0.33
23.02,0.69,3.35,0.29
23.03,0.71,3.51,0.33
23.03,0.7,3.8,0.33
23.03,0.68,3.25,0.31
23.03,0.7,3.47,0.34
23.03,0.7,3.61,0.32
23.03,0.7,3.39,0.29
23.03,0.68,3.32,0.3
23.03,0.71,3.5,0.32
23.03,0.71,3.35,0.36
23.02,0.68,3.29,0.28
23.03,0.71,4.06,0.32
23.03,0.69,4.22,0.27
23.03,0.71,4.02,0.28
23.03,0.72,3.82,0.3
23.03,0.7,3.96,0.36
23.03,0.7,3.83,0.38
23.03,0.7,3.49,0.33
23.03,0.71,3.68,0.33
23.03,0.7,3.79,0.28
23.03,0.7,3.43,0.38
23.02,0.71,3.61,0.38
23.03,0.71,3.57,0.33
23.02,0.71,3.9,0.31
23.03,0.69,3.32,0.34
23.03,0.7,3.18,0.32
23.02,0.71,3.64,0.28
23.03,0.71,3.77,0.31
23.03,0.7,3.32,0.32
23.03,0.71,3.86,0.31
23.03,0.71,3.5,0.33
23.03,0.69,3.79,0.36
23.02,0.7,3.58,0.29
23.02,0.7,3.26,0.29
23.03,0.7,3.4,0.32
23.03,0.68,3.83,0.37
23.03,0.69,3.6,0.36
23.03,0.68,3.37,0.29
23.03,0.71,3.13,0.3
23.02,0.71,3.5,0.37
23.03,0.71,3.07,0.32
23.03,0.71,3.42,0.27
23.03,0.7,3.56,0.31
23.03,0.68,2.95,0.3
23.03,0.7,2.95,0.37
23.03,0.7,3.2,0.31
23.02,0.71,3.83,0.34
23.03,0.7,3.45,0.34
23.03,0.71,3.3,0.32
23.03,0.7,3.62,0.33
23.02,0.7,3.22,0.28
23.03,0.7,3.9,0.31
23.03,0.7,3.3,0.29
23.02,0.7,3.84,0.33
23.03,0.72,2.91,0.33
23.03,0.71,3.44,0.32
23.03,0.7,3.57,0.32
23.03,0.69,3.57,0.33
23.03,0.71,3.27,0.35
23.03,0.7,3.37,0.33
23.03,0.71,3.77,0.3
23.03,0.71,3.21,0.35
23.02,0.7,3.84,0.37
23.03,0.71,3.55,0.32
23.03,0.72,3.35,0.36
23.03,0.7,3.81,0.31
23.03,0.71,3.65,0.28
23.02,0.7,3.45,0.36
23.03,0.7,3.98,0.32
23.02,0.69,3.63,0.31
23.02,0.71,3.38,0.3
23.03,0.71,3.47,0.3
23.02,0.71,3.43,0.39
23.02,0.69,3.18,0.31
23.03,0.7,3.75,0.32
23.03,0.71,3.9,0.31
23.03,0.71,3.25,0.35
23.03,0.69,3.58,0.32
23.02,0.68,3.46,0.28
23.03,0.71,3.94,0.29
23.03,0.72,3.88,0.34
23.03,0.68,3.19,0.28
23.03,0.69,3.11,0.35
23.03,0.69,3.46,0.34
23.02,0.68,3.55,0.32
23.03,0.72,3.65,0.35
23.03,0.7,3.7,0.3
23.03,0.7,2.78,0.31
23.03,0.7,3.79,0.33
23.03,0.7,3.38,0.35
23.03,0.7,4.18,0.3
23.03,0.7,3.62,0.31
23.03,0.69,3.34,0.34
23.03,0.7,3.47,0.34
23.03,0.71,3.45,0.3
23.03,0.69,4.12,0.27
23.02,0.69,3.49,0.35
23.03,0.7,3.52,0.3
23.02,0.7,3.8,0.36
23.03,0.69,3.25,0.32
23.03,0.69,3.34,0.34
23.03,0.7,3.31,0.3
23.03,0.71,3.62,0.35
23.03,0.68,3.15,0.32
23.03,0.7,3.48,0.32
23.02,0.7,3.66,0.34
23.03,0.7,3.81,0.34
23.03,0.7,3.87,0.25
23.03,0.7,3.19,0.36
23.02,0.71,3.54,0.38
23.03,0.69,3.35,0.32
23.02,0.7,3.76,0.31
23.03,0.7,3.61,0.34
23.03,0.71,2.94,0.34
23.03,0.7,4.08,0.34
23.03,0.7,4.01,0.3
23.03,0.69,3.52,0.32
23.03,0.71,3.6,0.39
23.03,0.69,4.02,0.38
23.03,0.7,3.45,0.37
23.02,0.7,3.13,0.36
23.02,0.69,3.54,0.31
23.03,0.69,3.37,0.32
23.03,0.7,3.82,0.24
23.03,0.71,3.84,0.33
23.03,0.7,3.76,0.3
23.03,0.72,4.12,0.31
23.02,0.69,3.36,0.32
23.03,0.7,3.42,0.31
23.03,0.7,3.51,0.31
23.03,0.72,3.55,0.33
23.03,0.71,2.96,0.38
23.03,0.7,3.27,0.32
23.03,0.73,4.11,0.38
23.03,0.69,3.78,0.33
23.02,0.72,3.84,0.35
23.03,0.7,3.57,0.32
23.03,0.7,3.96,0.31
23.03,0.72,3.48,0.32
23.03,0.71,3.84,0.3
23.03,0.71,3.91,0.3
23.02,0.71,3.71,0.33
23.03,0.7,3.93,0.33
23.03,0.71,3.93,0.28
23.03,0.7,4.02,0.32
23.03,0.7,3.36,0.27
23.02,0.68,3.81,0.29
23.03,0.7,3.68,0.25
23.02,0.71,3.41,0.36
23.03,0.69,3.43,0.34
23.03,0.69,3.44,0.31
23.02,0.69,3.79,0.34
23.03,0.72,3.71,0.32
23.03,0.69,3.88,0.34
23.03,0.71,4.25,0.36
23.02,0.7,3.72,0.3
23.02,0.69,3.75,0.29
23.02,0.7,3.91,0.34
23.03,0.69,3.29,0.28
23.03,0.72,3.34,0.31
23.03,0.69,3.85,0.3
23.03,0.69,3.99,0.3
23.03,0.71,3.16,0.32
23.03,0.7,4.18,0.3
23.02,0.71,3.51,0.31
23.03,0.7,2.84,0.36
23.02,0.71,4.29,0.28
23.03,0.7,3.55,0.35
23.03,0.7,4.02,0.32
23.02,0.71,3.55,0.33
23.03,0.7,3.72,0.28
23.03,0.7,3.56,0.33
23.03,0.69,3.55,0.26
23.03,0.69,3.74,0.36
23.03,0.69,3.38,0.32
23.03,0.69,3.55,0.31
23.03,0.71,3.38,0.26
23.02,0.7,3.77,0.31
23.03,0.7,3.77,0.33
23.02,0.71,3.82,0.37
23.03,0.69,3.54,0.34
23.03,0.69,3.59,0.32
23.02,0.71,3.83,0.37
23.03,0.7,3.47,0.31
23.02,0.69,3.99,0.39
23.02,0.7,3.26,0.34
23.03,0.7,3.55,0.35
23.03,0.69,4.08,0.32
23.03,0.7,3.84,0.31
23.02,0.69,4.23,0.29
23.02,0.7,3.59,0.27
23.03,0.71,3.54,0.38
23.03,0.69,3.92,0.27
23.03,0.7,3.1,0.35
23.02,0.72,3.54,0.29
23.02,0.7,3.79,0.35
23.03,0.72,3.37,0.35
23.03,0.72,3.39,0.32
23.03,0.7,3.3,0.31
23.03,0.68,3.63,0.32
23.03,0.7,3.53,0.36
23.03,0.71,3.21,0.36
23.03,0.69,3.45,0.32
23.03,0.7,3.3,0.27
23.03,0.7,3.33,0.39
23.02,0.7,3.01,0.33
23.03,0.71,3.73,0.33
23.03,0.71,3.74,0.29
23.03,0.71,3.91,0.31
23.03,0.7,3.56,0.31
23.03,0.7,3.57,0.27
23.03,0.7,3.43,0.35
23.02,0.71,3.2,0.33
23.03,0.69,3.61,0.31
23.03,0.71,3.55,0.29
23.03,0.69,3.89,0.32
23.03,0.69,3.72,0.33
23.03,0.69,3.37,0.3
23.03,0.7,3.25,0.31
23.03,0.69,3.93,0.34
23.03,0.71,3.85,0.24
23.02,0.7,3.46,0.3
23.03,0.7,3.74,0.26
23.02,0.71,3.55,0.34
23.03,0.7,3.28,0.36
23.03,0.69,3.91,0.31
23.03,0.69,3.16,0.32
23.03,0.69,3.5,0.31
23.03,0.7,3.72,0.35
23.03,0.71,3.29,0.37
23.03,0.71,3.52,0.34
23.03,0.69,3.59,0.36
23.03,0.71,3.61,0.28
23.03,0.7,3.8,0.32
23.03,0.7,3.22,0.31
23.03,0.71,3.88,0.29
23.02,0.7,3.38,0.34
23.03,0.72,3.88,0.37
23.03,0.7,3.83,0.31
23.03,0.69,3.82,0.36
23.03,0.71,3.61,0.33
23.02,0.71,3.66,0.3
23.02,0.7,3.39,0.32
23.03,0.7,3.47,0.27
23.03,0.69,3.73,0.32
23.03,0.69,4.28,0.3
23.03,0.72,3.24,0.3
23.03,0.69,3.58,0.3
23.02,0.69,3.81,0.33
23.03,0.71,3.18,0.33
23.03,0.71,3.35,0.33
23.03,0.71,3.28,0.34
23.03,0.69,3.45,0.31
23.03,0.71,3.23,0.34
23.03,0.7,3.6,0.29
23.03,0.69,3.86,0.3
23.03,0.72,3.25,0.31
23.03,0.7,3.3,0.27
23.03,0.7,3.42,0.3
23.02,0.68,3.74,0.31
23.03,0.71,3.16,0.32
23.03,0.71,4.21,0.34
23.03,0.71,3.54,0.3
23.03,0.69,3.54,0.31
23.03,0.71,3.93,0.31
23.02,0.71,3.69,0.35
23.03,0.69,3.15,0.33
23.03,0.7,3.72,0.33
23.02,0.7,3.26,0.32
23.03,0.69,3.52,0.28
23.03,0.69,3.58,0.33
23.03,0.69,3.72,0.29
23.03,0.7,3.92,0.33
23.03,0.71,3.9,0.3
23.02,0.71,3.63,0.27
23.03,0.69,3.79,0.29
23.03,0.69,3.79,0.33
23.03,0.7,3.92,0.28
23.03,0.69,3.96,0.31
23.02,0.71,3.52,0.29
23.03,0.69,3.42,0.36
23.02,0.71,3.77,0.35
23.03,0.72,3.17,0.35
23.03,0.71,3.83,0.39
23.03,0.7,3.99,0.33
23.03,0.71,3.77,0.31
23.03,0.7,4.06,0.32
23.03,0.7,4.01,0.35
23.03,0.72,3.79,0.34
23.03,0.71,3.62,0.36
23.02,0.71,3.25,0.3
23.02,0.71,3.36,0.31
23.03,0.69,3.8,0.31
23.03,0.7,3.43,0.28
23.03,0.71,3.41,0.36
23.03,0.69,3.68,0.34
23.03,0.71,3.09,0.32
23.03,0.69,4.06,0.37
23.03,0.7,3.4,0.27
23.02,0.69,3.7,0.31
23.02,0.7,3.49,0.29
23.03,0.68,3.38,0.35
23.03,0.69,3.55,0.35
23.03,0.72,3.68,0.39
23.03,0.68,4.03,0.34
23.03,0.71,3.78,0.34
23.03,0.69,3.06,0.35
23.03,0.71,3.6,0.34
23.03,0.7,3.38,0.32
23.03,0.69,3.57,0.32
23.03,0.69,3.74,0.34
23.03,0.71,3.83,0.29
23.03,0.69,3.8,0.27
23.03,0.69,3.74,0.29
23.03,0.7,3.63,0.27
23.03,0.7,3.89,0.38
23.03,0.72,3.59,0.3
23.03,0.71,3.48,0.31
23.02,0.69,3.73,0.28
23.03,0.7,3.46,0.26
23.03,0.69,3.92,0.37
23.03,0.69,3.46,0.31
23.03,0.7,3.53,0.31
23.03,0.7,3.56,0.3
23.03,0.7,3.79,0.29
23.03,0.7,3.61,0.29
23.02,0.71,3.65,0.37
23.03,0.7,3.87,0.35
23.03,0.7,3.81,0.34
23.03,0.7,3.69,0.32
23.02,0.69,3.27,0.28
23.03,0.7,3.6,0.36
23.03,0.69,3.45,0.36
23.03,0.71,3.92,0.31
23.03,0.7,3.48,0.41
23.03,0.69,3.77,0.32
23.03,0.72,3.4,0.36
23.03,0.71,4.06,0.3
23.03,0.7,3.75,0.33
23.03,0.7,3.34,0.36
23.03,0.7,3.42,0.35
23.03,0.7,3.02,0.29
23.03,0.71,3.74,0.4
23.03,0.7,3.54,0.31
23.03,0.7,3.95,0.38
23.03,0.69,3.5,0.29
23.03,0.7,3.52,0.33
23.03,0.7,3.97,0.34
23.02,0.69,3.72,0.32
23.03,0.69,3.27,0.34
23.02,0.71,2.93,0.36
23.02,0.7,3.25,0.33
23.03,0.69,4.0,0.36
23.03,0.69,3.14,0.34
23.02,0.69,3.83,0.33
23.03,0.7,3.5,0.32
23.03,0.7,3.55,0.33
23.03,0.69,3.56,0.32
23.03,0.71,3.63,0.35
23.02,0.69,3.1,0.33
23.03,0.69,3.86,0.25
23.03,0.7,3.34,0.31
23.02,0.7,3.3,0.37
23.03,0.7,2.89,0.3
23.03,0.7,4.17,0.28
23.03,0.7,3.65,0.34
23.03,0.69,3.56,0.3
23.03,0.7,3.41,0.37
23.02,0.73,3.76,0.28
23.03,0.7,3.38,0.35
23.03,0.7,3.81,0.34
23.03,0.7,3.57,0.3
23.03,0.69,3.13,0.31
23.03,0.71,4.12,0.33
23.03,0.71,3.92,0.34
23.03,0.7,3.5,0.34
23.03,0.71,3.51,0.28
23.03,0.69,3.41,0.35
23.02,0.71,4.01,0.31
23.02,0.72,3.73,0.41
23.03,0.7,3.68,0.27
23.02,0.7,3.83,0.26
23.03,0.7,3.59,0.3
23.03,0.72,3.87,0.33
23.03,0.72,3.77,0.35
23.03,0.72,3.62,0.26
23.02,0.7,3.53,0.34
23.03,0.69,3.9,0.35
23.03,0.7,3.17,0.32
23.03,0.7,3.12,0.27
23.03,0.7,3.43,0.34
23.03,0.7,3.38,0.29
23.03,0.69,4.01,0.35
23.03,0.7,3.75,0.31
23.03,0.72,3.17,0.34
23.03,0.71,3.28,0.34
23.03,0.71,3.13,0.31
23.03,0.71,3.36,0.29
23.02,0.7,3.49,0.31
23.02,0.71,3.66,0.32
23.03,0.71,3.65,0.35
23.03,0.69,2.94,0.36
23.02,0.69,3.93,0.32
23.03,0.7,3.92,0.28
23.03,0.7,3.74,0.29
23.02,0.7,3.98,0.37
23.03,0.69,3.81,0.34
23.03,0.71,3.84,0.31
23.03,0.7,3.88,0.33
23.03,0.7,3.75,0.32
23.02,0.7,3.3,0.33
23.03,0.72,3.73,0.3
23.03,0.7,3.69,0.35
23.02,0.69,4.08,0.3
23.03,0.72,3.79,0.28
23.03,0.71,3.9,0.32
23.03,0.71,3.44,0.31
23.03,0.7,3.73,0.36
23.03,0.7,3.22,0.3
23.03,0.71,3.71,0.32
23.02,0.71,3.57,0.34
23.02,0.69,3.36,0.33
23.03,0.7,3.49,0.37
23.03,0.7,3.69,0.31
23.03,0.71,3.43,0.33
23.03,0.69,3.61,0.31
23.03,0.72,3.85,0.27
23.03,0.68,3.69,0.31
23.02,0.7,4.03,0.32
23.03,0.7,3.79,0.33
23.03,0.7,3.19,0.34
23.02,0.7,3.25,0.27
23.03,0.7,3.64,0.31
23.02,0.69,3.25,0.31
23.03,0.7,3.3,0.36
23.03,0.7,3.0,0.3
23.02,0.7,3.91,0.38
23.02,0.69,3.33,0.3
23.03,0.71,4.09,0.36
23.03,0.7,3.38,0.31
23.02,0.72,3.47,0.35
23.03,0.69,4.37,0.35
23.03,0.69,3.44,0.31
23.03,0.7,3.25,0.32
23.02,0.71,3.61,0.28
23.03,0.7,3.5,0.29
23.02,0.72,3.53,0.34
23.03,0.7,3.75,0.28
23.03,0.68,3.74,0.29
23.03,0.69,3.79,0.33
23.03,0.71,3.45,0.32
23.03,0.71,3.44,0.34
23.02,0.72,4.01,0.34
23.03,0.71,3.84,0.3
23.02,0.7,3.7,0.34
23.03,0.7,3.49,0.34
23.03,0.71,3.79,0.32
23.02,0.71,3.51,0.36
23.03,0.69,3.41,0.36
23.02,0.7,4.31,0.34
23.03,0.68,3.75,0.35
23.03,0.7,3.66,0.26
23.02,0.7,3.4,0.35
23.03,0.7,3.5,0.31
23.03,0.69,3.47,0.33
23.03,0.71,3.86,0.34
23.03,0.7,3.62,0.25
23.03,0.69,3.64,0.31
23.03,0.72,3.81,0.37
23.03,0.71,3.69,0.3
23.02,0.7,3.42,0.32
23.03,0.71,3.38,0.34
23.03,0.69,3.62,0.3
23.03,0.71,3.77,0.34
23.03,0.7,3.18,0.32
23.03,0.69,3.83,0.31
23.03,0.7,4.0,0.24
23.03,0.7,3.98,0.36
23.03,0.69,3.26,0.28
23.03,0.68,3.83,0.31
23.02,0.71,3.91,0.3
23.03,0.71,3.79,0.37
23.03,0.71,3.9,0.3
23.03,0.71,3.16,0.28
23.03,0.71,3.77,0.35
23.02,0.69,2.94,0.38
23.02,0.71,3.14,0.31
23.02,0.7,3.43,0.33
23.02,0.69,3.48,0.29
23.03,0.71,3.74,0.35
23.03,0.7,2.93,0.31
23.03,0.7,3.71,0.27
23.03,0.71,3.75,0.31
23.03,0.71,3.7,0.35
23.03,0.7,3.75,0.32
23.03,0.72,3.22,0.33
23.03,0.72,3.44,0.33
23.02,0.71,3.33,0.33
23.02,0.7,3.3,0.38
23.02,0.69,3.62,0.29
23.03,0.69,3.55,0.38
23.03,0.7,2.66,0.31
23.02,0.7,3.93,0.35
23.03,0.7,3.59,0.34
23.03,0.71,3.86,0.35
23.03,0.71,3.74,0.35
23.03,0.7,3.53,0.38
23.03,0.7,3.74,0.33
